Genus,Group,Family,Source
Lindsaea,F,Lindsaeaceae,TPL
Lindsaenium,F,Lindsaeaceae,TPL
Lindsaeopsis,F,Lindsaeaceae,TPL
Lindsaeosoria X,F,Dennstaedtiaceae,TPL
Lindsayella,A,Orchidaceae,APG4
Lindsaynium,F,Dennstaedtiaceae,TPL
Lindsayoides,F,Nephrolepidaceae,TPL
Lindsayomyrtus,A,Myrtaceae,APG4
Lindsayopsis,F,Lindsaeaceae,TPL
Linealia,A,Asteraceae,APG4
Lingelsheimia,A,Phyllanthaceae,APG4
Lingnania,A,Poaceae,APG4
Lingoum,A,Fabaceae,APG4
Linharea,A,Lauraceae,APG4
Linkagrostis,A,Poaceae,APG4
Linkia,A,Proteaceae,APG4
Linnaea,A,Caprifoliaceae,APG4
Linnaeobreynia,A,Capparaceae,APG4
Linnaeopsis,A,Gesneriaceae,APG4
Linnaeosicyos,A,Cucurbitaceae,APG4
Linocalix,A,Acanthaceae,APG4
Linocalyx,A,Acanthaceae,APG4
Linochilus,A,Asteraceae,APG4
Linociera,A,Oleaceae,APG4
Linodendron,A,Thymelaeaceae,APG4
Linodes,A,Linaceae,APG4
Linoma,A,Arecaceae,APG4
Linopsis,A,Linaceae,APG4
Linospadix,A,Arecaceae,APG4
Linosparton,A,Poaceae,APG4
Linostachys,A,Euphorbiaceae,APG4
Linostigma,A,Geraniaceae,APG4
Linostoma,A,Thymelaeaceae,APG4
Linostylis,A,Acanthaceae,APG4
Linosyris,A,Asteraceae,APG4
Linsecomia,A,Asteraceae,APG4
Lintersemina,A,Rubiaceae,APG4
Lintonia,A,Poaceae,APG4
Linum,A,Linaceae,APG4
Linzia,A,Asteraceae,APG4
Liodendron,A,Putranjivaceae,APG4
Lioponia X,A,Orchidaceae,APG4
Lipandra,A,Amaranthaceae,APG4
Liparena,A,Putranjivaceae,APG4
Liparene,A,Putranjivaceae,APG4
Liparia,A,Fabaceae,APG4
Liparis,A,Orchidaceae,APG4
Liparophyllum,A,Menyanthaceae,APG4
Lipoblepharis,A,Asteraceae,APG4
Lipocarpha,A,Cyperaceae,APG4
Lipochaeta,A,Asteraceae,APG4
Lipophragma,A,Brassicaceae,APG4
Lipophyllum,A,Clusiaceae,APG4
Lipostoma,A,Rubiaceae,APG4
Lipotriche,A,Asteraceae,APG4
Lipozygis,A,Fabaceae,APG4
Lippaya,A,Rubiaceae,APG4
Lippia,A,Verbenaceae,APG4
Lippomuellera,A,Proteaceae,APG4
Lipschitzia,A,Asteraceae,APG4
Lipschitziella,A,Asteraceae,APG4
Lipskya,A,Apiaceae,APG4
Lipskyella,A,Asteraceae,APG4
Liquidambar,A,Altingiaceae,APG4
Liquiritia,A,Fabaceae,APG4
Lirayea,A,Acanthaceae,APG4
Lirianthe,A,Magnoliaceae,APG4
Liriodendron,A,Magnoliaceae,APG4
Liriope,A,Asparagaceae,APG4
Liriosma,A,Olacaceae,APG4
Liriothamnus,A,Asphodelaceae,APG4
Lisaea,A,Apiaceae,APG4
Lisianthius,A,Gentianaceae,APG4
Lisianthus,A,Gentianaceae,APG4
Lisowskia,A,Orchidaceae,APG4
Lissanthe,A,Ericaceae,APG4
Lissera,A,Fabaceae,APG4
Lissocarpa,A,Ebenaceae,APG4
Lissochilus,A,Orchidaceae,APG4
Lissospermum,A,Acanthaceae,APG4
Listera,A,Orchidaceae,APG4
Listeria,A,Rubiaceae,APG4
Listia,A,Fabaceae,APG4
Listrobanthes,A,Acanthaceae,APG4
Listrostachys,A,Orchidaceae,APG4
Litanthus,A,Asparagaceae,APG4
Litchi,A,Sapindaceae,APG4
Lithachne,A,Poaceae,APG4
Lithagrostis,A,Poaceae,APG4
Lithobium,A,Melastomataceae,APG4
Lithocardium,A,Boraginaceae,APG4
Lithocarpos,A,Arecaceae,APG4
Lithocarpus,A,Fagaceae,APG4
Lithocaulon,A,Apocynaceae,APG4
Lithococca,A,Boraginaceae,APG4
Lithodia,A,Grubbiaceae,APG4
Lithodora,A,Boraginaceae,APG4
Lithodraba,A,Brassicaceae,APG4
Lithomyrtus,A,Myrtaceae,APG4
Lithoon,A,Fabaceae,APG4
Lithophila,A,Amaranthaceae,APG4
Lithophragma,A,Saxifragaceae,APG4
Lithophytum,A,Plocospermataceae,APG4
Lithops,A,Aizoaceae,APG4
Lithosciadium,A,Apiaceae,APG4
Lithospermum,A,Boraginaceae,APG4
Lithostegia,F,Dryopteridaceae,TPL
Lithotoma,A,Campanulaceae,APG4
Lithoxylon,A,Phyllanthaceae,APG4
Lithraea,A,Anacardiaceae,APG4
Lithrea,A,Anacardiaceae,APG4
Litobrochia,F,Pteridaceae,TPL
Litocarpus,A,Aizoaceae,APG4
Litogyne,A,Asteraceae,APG4
Litolobium,F,Dennstaedtiaceae,TPL
Litosanthes,A,Rubiaceae,APG4
Litosiphon,A,Meliaceae,APG4
Litostigma,A,Gesneriaceae,APG4
Litothamnus,A,Asteraceae,APG4
Litrisa,A,Asteraceae,APG4
Litsea,A,Lauraceae,APG4
Littaea,A,Asparagaceae,APG4
Littledalea,A,Poaceae,APG4
Littonia,A,Colchicaceae,APG4
Littorella,A,Plantaginaceae,APG4
Litwinowia,A,Brassicaceae,APG4
Livistona,A,Arecaceae,APG4
Lizeron,A,Convolvulaceae,APG4
Llagunoa,A,Sapindaceae,APG4
Llanosia,A,Pentaphylacaceae,APG4
Llavea,F,Pteridaceae,TPL
Llerasia,A,Asteraceae,APG4
Llewelynia,A,Melastomataceae,APG4
Lloydia,A,Liliaceae,APG4
Loasa,A,Loasaceae,APG4
Loasella,A,Loasaceae,APG4
Lobadium,A,Anacardiaceae,APG4
Lobake,A,Convolvulaceae,APG4
Lobanilia,A,Euphorbiaceae,APG4
Lobaria,A,Saxifragaceae,APG4
Lobbia,A,Aristolochiaceae,APG4
Lobeira,A,Cactaceae,APG4
Lobelia,A,Campanulaceae,APG4
Lobia,A,Arecaceae,APG4
Lobirebutia,A,Cactaceae,APG4
Lobirota,A,Gesneriaceae,APG4
Lobivia,A,Cactaceae,APG4
Lobiviopsis,A,Cactaceae,APG4
Lobocarpus,A,Phyllanthaceae,APG4
Lobogyne,A,Orchidaceae,APG4
Lobopogon,A,Ericaceae,APG4
Loboptera,A,Gesneriaceae,APG4
Lobostema,A,Boraginaceae,APG4
Lobostemon,A,Boraginaceae,APG4
Lobostephanus,A,Apocynaceae,APG4
Lobularia,A,Brassicaceae,APG4
Locandi,A,Simaroubaceae,APG4
Locella,A,Loranthaceae,APG4
Locellaria,A,Fabaceae,APG4
Locheria,A,Gesneriaceae,APG4
Lochia,A,Caryophyllaceae,APG4
Lochmocydia,A,Bignoniaceae,APG4
Lochnera,A,Apocynaceae,APG4
Lockcidium X,A,Orchidaceae,APG4
Lockhartia,A,Orchidaceae,APG4
Lockochilus X,A,Orchidaceae,APG4
Loddigesia,A,Fabaceae,APG4
Lodia,A,Cactaceae,APG4
Lodicularia,A,Poaceae,APG4
Lodoicea,A,Arecaceae,APG4
Loefgrenianthus,A,Orchidaceae,APG4
Loeflingia,A,Caryophyllaceae,APG4
Loerzingia,A,Euphorbiaceae,APG4
Loeselia,A,Polemoniaceae,APG4
Loeseliastrum,A,Polemoniaceae,APG4
Loesenera,A,Fabaceae,APG4
Loeseneriella,A,Celastraceae,APG4
Loethainia,A,Fabaceae,APG4
Loevigia,A,Melastomataceae,APG4
Loewia,A,Passifloraceae,APG4
Logania,A,Loganiaceae,APG4
Logfia,A,Asteraceae,APG4
Loheria,A,Primulaceae,APG4
Loiseleuria,A,Ericaceae,APG4
Lojaconoa,A,Poaceae,APG4
Loliola,A,Poaceae,APG4
Loliolum,A,Poaceae,APG4
Lolium,A,Poaceae,APG4
Lomagramma,F,Dryopteridaceae,TPL
Lomandra,A,Asparagaceae,APG4
Lomanodia,A,Melastomataceae,APG4
Lomanthera,A,Melastomataceae,APG4
Lomanthes,A,Phyllanthaceae,APG4
Lomanthus,A,Asteraceae,APG4
Lomaphlebia,F,Polypodiaceae,TPL
Lomaria,F,Blechnaceae,TPL
Lomaridium,F,Blechnaceae,TPL
Lomariobotrys,F,Blechnaceae,TPL
Lomariocycas,F,Blechnaceae,TPL
Lomariopsis,F,Lomariopsidaceae,TPL
Lomastelma,A,Myrtaceae,APG4
Lomatia,A,Proteaceae,APG4
Lomatium,A,Apiaceae,APG4
Lomatocarpa,A,Apiaceae,APG4
Lomatocarum,A,Apiaceae,APG4
Lomatogoniopsis,A,Gentianaceae,APG4
Lomatogonium,A,Gentianaceae,APG4
Lomatophyllum,A,Asphodelaceae,APG4
Lomatopodium,A,Apiaceae,APG4
Lomatozona,A,Asteraceae,APG4
Lomax,A,Orchidaceae,APG4
Lomaxeta,A,Asteraceae,APG4
Lombardochloa,A,Poaceae,APG4
Lomelosia,A,Caprifoliaceae,APG4
Lomenia,A,Iridaceae,APG4
Lomilis,A,Hamamelidaceae,APG4
Lomoplis,A,Fabaceae,APG4
Lonas,A,Asteraceae,APG4
Lonchestigma,A,Solanaceae,APG4
Lonchitis,F,Dennstaedtiaceae,TPL
Lonchitis-Aspera,F,Blechnaceae,TPL
Lonchitis-aspera,F,Blechnaceae,TPL
Lonchocarpus,A,Fabaceae,APG4
Lonchomera,A,Annonaceae,APG4
Lonchophaca,A,Fabaceae,APG4
Lonchophora,A,Brassicaceae,APG4
Lonchostephus,A,Podostemaceae,APG4
Lonchostoma,A,Bruniaceae,APG4
Loncomelos,A,Asparagaceae,APG4
Londesia,A,Amaranthaceae,APG4
Longetia,A,Picrodendraceae,APG4
Lonicera,A,Caprifoliaceae,APG4
Loniceroides,A,Apocynaceae,APG4
Lontarus,A,Arecaceae,APG4
Lopadocalyx,A,Olacaceae,APG4
Lopezia,A,Onagraceae,APG4
Lophachme,A,Poaceae,APG4
Lophacme,A,Poaceae,APG4
Lophactis,A,Asteraceae,APG4
Lophalix,A,Gesneriaceae,APG4
Lophanthera,A,Malpighiaceae,APG4
Lophanthus,A,Lamiaceae,APG4
Lophatherum,A,Poaceae,APG4
Lophia,A,Gesneriaceae,APG4
Lophiaris,A,Orchidaceae,APG4
Lophidium,F,Schizaeaceae,TPL
Lophiocarpus,A,Lophiocarpaceae,APG4
Lophiola,A,Nartheciaceae,APG4
Lophiolepis,A,Asteraceae,APG4
Lophion,A,Violaceae,APG4
Lophira,A,Ochnaceae,APG4
Lophiris,A,Iridaceae,APG4
Lophobios,A,Euphorbiaceae,APG4
Lophocachrys,A,Apiaceae,APG4
Lophocarpinia,A,Fabaceae,APG4
Lophocarpus,A,Cyperaceae,APG4
Lophocereus,A,Cactaceae,APG4
Lophochlaena,A,Poaceae,APG4
Lophochloa,A,Poaceae,APG4
Lophoclinium,A,Asteraceae,APG4
Lophodium,F,Dryopteridaceae,TPL
Lophoglottis,A,Orchidaceae,APG4
Lophogyne,A,Podostemaceae,APG4
Lopholaena,A,Asteraceae,APG4
Lopholepis,A,Poaceae,APG4
Lopholoma,A,Asteraceae,APG4
Lophomyrtus,A,Myrtaceae,APG4
Lophopappus,A,Asteraceae,APG4
Lophopetalum,A,Celastraceae,APG4
Lophophora,A,Cactaceae,APG4
Lophophyllum,A,Menispermaceae,APG4
Lophophytum,A,Balanophoraceae,APG4
Lophopogon,A,Poaceae,APG4
Lophopterys,A,Malpighiaceae,APG4
Lophopyrum,A,Poaceae,APG4
Lophopyxis,A,Lophopyxidaceae,APG4
Lophoschoenus,A,Cyperaceae,APG4
Lophosciadium,A,Apiaceae,APG4
Lophosoria,F,Dicksoniaceae,TPL
Lophospatha,A,Arecaceae,APG4
Lophospermum,A,Plantaginaceae,APG4
Lophostachys,A,Acanthaceae,APG4
Lophostemon,A,Myrtaceae,APG4
Lophostigma,A,Sapindaceae,APG4
Lophostoma,A,Thymelaeaceae,APG4
Lophostylis,A,Polygalaceae,APG4
Lophothecium,A,Acanthaceae,APG4
Lophothele,A,Arecaceae,APG4
Lophotocarpus,A,Alismataceae,APG4
Lophozonia,A,Nothofagaceae,APG4
Lopimia,A,Malvaceae,APG4
Lopriorea,A,Amaranthaceae,APG4
Lorandersonia,A,Asteraceae,APG4
Loranthella,A,Loranthaceae,APG4
Loranthos,A,Loranthaceae,APG4
Loranthus,A,Loranthaceae,APG4
Lordhowea,A,Asteraceae,APG4
Lorencea,A,Rubiaceae,APG4
Lorentea,A,Asteraceae,APG4
Lorentzianthus,A,Asteraceae,APG4
Lorenzanea,A,Sabiaceae,APG4
Lorenzia,A,Araceae,APG4
Lorenzochloa,A,Poaceae,APG4
Loretia,A,Poaceae,APG4
Loretoa,A,Rubiaceae,APG4
Loreya,A,Melastomataceae,APG4
Loricalepis,A,Melastomataceae,APG4
Loricaria,A,Asteraceae,APG4
Lorinsera,A,Apiaceae,APG4
Lorinseria,F,Blechnaceae,TPL
Lorogl-orchis,A,Orchidaceae,APG4
Loroglossum,A,Orchidaceae,APG4
Loroma,A,Arecaceae,APG4
Loropetalum,A,Hamamelidaceae,APG4
Lorostelma,A,Apocynaceae,APG4
Lorostemon,A,Clusiaceae,APG4
Lortetia,A,Passifloraceae,APG4
Lortia,A,Euphorbiaceae,APG4
Lotea,A,Fabaceae,APG4
Lothiania,A,Orchidaceae,APG4
Lothoniana,A,Orchidaceae,APG4
Lotodes,A,Fabaceae,APG4
Lotononis,A,Fabaceae,APG4
Lotoxalis,A,Oxalidaceae,APG4
Lotus,A,Fabaceae,APG4
Lotzea,F,Athyriaceae,TPL
Loudetia,A,Poaceae,APG4
Loudetiopsis,A,Poaceae,APG4
Loudonia,A,Haloragaceae,APG4
Louiseania,A,Rosaceae,APG4
Louisiella,A,Poaceae,APG4
Lourea,A,Fabaceae,APG4
Loureira,A,Euphorbiaceae,APG4
Lourteigia,A,Asteraceae,APG4
Lourtella,A,Lythraceae,APG4
Lourya,A,Asparagaceae,APG4
Louteridium,A,Acanthaceae,APG4
Louvelia,A,Arecaceae,APG4
Lovanafia,A,Fabaceae,APG4
Lovoa,A,Meliaceae,APG4
Lowara X,A,Orchidaceae,APG4
Lowellia,A,Asteraceae,APG4
Lowia,A,Lowiaceae,APG4
Lowryanthus,A,Asteraceae,APG4
Lowsonara X,A,Orchidaceae,APG4
Loxania,A,Loranthaceae,APG4
Loxanthera,A,Loranthaceae,APG4
Loxanthes,A,Amaryllidaceae,APG4
Loxanthocereus,A,Cactaceae,APG4
Loxidium,A,Fabaceae,APG4
Loxocalyx,A,Lamiaceae,APG4
Loxocarpus,A,Gesneriaceae,APG4
Loxocarya,A,Restionaceae,APG4
Loxococcus,A,Arecaceae,APG4
Loxodera,A,Poaceae,APG4
Loxodiscus,A,Sapindaceae,APG4
Loxodon,A,Asteraceae,APG4
Loxogramme,F,Polypodiaceae,TPL
Loxoma,A,Orchidaceae,APG4
Loxomorchis,A,Orchidaceae,APG4
Loxonia,A,Gesneriaceae,APG4
Loxophyllum,A,Gesneriaceae,APG4
Loxoptera,A,Brassicaceae,APG4
Loxopterygium,A,Anacardiaceae,APG4
Loxoscaphe,F,Aspleniaceae,TPL
Loxospermum,A,Fabaceae,APG4
Loxostachys,A,Poaceae,APG4
Loxostemon,A,Brassicaceae,APG4
Loxostigma,A,Gesneriaceae,APG4
Loxostylis,A,Anacardiaceae,APG4
Loxothysanus,A,Asteraceae,APG4
Loxotis,A,Gesneriaceae,APG4
Loxotrema,A,Cyperaceae,APG4
Loxsoma,F,Loxsomataceae,TPL
Loxsomopsis,F,Loxsomataceae,TPL
Loydia,A,Poaceae,APG4
Lozanella,A,Cannabaceae,APG4
Lozania,A,Lacistemataceae,APG4
Luascotia X,A,Orchidaceae,APG4
Lubaria,A,Rutaceae,APG4
Lubinia,A,Primulaceae,APG4
Lucaea,A,Poaceae,APG4
Lucilia,A,Asteraceae,APG4
Luciliocline,A,Asteraceae,APG4
Luciliopsis,A,Asteraceae,APG4
Lucinaea,A,Rubiaceae,APG4
Luckhoffia,A,Apocynaceae,APG4
Luculia,A,Rubiaceae,APG4
Lucuma,A,Sapotaceae,APG4
Lucya,A,Rubiaceae,APG4
Ludekia,A,Rubiaceae,APG4
Ludia,A,Salicaceae,APG4
Ludisia,A,Orchidaceae,APG4
Ludolphia,A,Poaceae,APG4
Ludovia,A,Cyclanthaceae,APG4
Ludovicia,A,Fabaceae,APG4
Ludwigia,A,Onagraceae,APG4
Ludwigiantha,A,Onagraceae,APG4
Lueckelia,A,Orchidaceae,APG4
Lueddemannia,A,Orchidaceae,APG4
Luederitzia,A,Malvaceae,APG4
Luehea,A,Malvaceae,APG4
Lueheopsis,A,Malvaceae,APG4
Lueranthos,A,Orchidaceae,APG4
Luerella,A,Orchidaceae,APG4
Luerssenia,F,Tectariaceae,TPL
Luerssenidendron,A,Rutaceae,APG4
Luetkea,A,Rosaceae,APG4
Luetzelburgia,A,Fabaceae,APG4
Luffa,A,Cucurbitaceae,APG4
Lugaion,A,Fabaceae,APG4
Lugoa,A,Asteraceae,APG4
Lugonia,A,Apocynaceae,APG4
Luicentrum X,A,Orchidaceae,APG4
Luichilus X,A,Orchidaceae,APG4
Luina,A,Asteraceae,APG4
Luinetia X,A,Orchidaceae,APG4
Luinopsis X,A,Orchidaceae,APG4
Luisanda X,A,Orchidaceae,APG4
Luiserides,A,Orchidaceae,APG4
Luisia,A,Orchidaceae,APG4
Luisma,F,Polypodiaceae,TPL
Luivanetia X,A,Orchidaceae,APG4
Lulia,A,Asteraceae,APG4
Luma,A,Myrtaceae,APG4
Lumanaja,A,Euphorbiaceae,APG4
Lumbricidia,A,Fabaceae,APG4
Lumnitzera,A,Combretaceae,APG4
Lunania,A,Salicaceae,APG4
Lunaria,A,Brassicaceae,APG4
Lunasia,A,Rutaceae,APG4
Lunathyrium,F,Athyriaceae,TPL
Lundellia,A,Acanthaceae,APG4
Lundellianthus,A,Asteraceae,APG4
Lundia,A,Bignoniaceae,APG4
Lundinia,A,Asteraceae,APG4
Lunellia,A,Plantaginaceae,APG4
Luntia,A,Euphorbiaceae,APG4
Lunularia,F,Ophioglossaceae,TPL
Lupinaster,A,Fabaceae,APG4
Lupinophyllum,A,Fabaceae,APG4
Lupinus,A,Fabaceae,APG4
Lupsia,A,Asteraceae,APG4
Lupularia,A,Fabaceae,APG4
Lupulina,A,Fabaceae,APG4
Lupulus,A,Cannabaceae,APG4
Luronium,A,Alismataceae,APG4
Lussa,A,Simaroubaceae,APG4
Lussacia,A,Ericaceae,APG4
Lustrinia,A,Acanthaceae,APG4
Lutherara X,A,Orchidaceae,APG4
Lutheria,A,Bromeliaceae,APG4
Lutrostylis,A,Boraginaceae,APG4
Lutzia,A,Brassicaceae,APG4
Luvunga,A,Rutaceae,APG4
Luxemburgia,A,Ochnaceae,APG4
Luxemburgieae,A,Ochnaceae,APG4
Luzama,A,Orchidaceae,APG4
Luziola,A,Poaceae,APG4
Luzonia,A,Fabaceae,APG4
Luzula,A,Juncaceae,APG4
Luzuriaga,A,Alstroemeriaceae,APG4
Lyallia,A,Montiaceae,APG4
Lyauteya,A,Fabaceae,APG4
Lycapsus,A,Asteraceae,APG4
Lycaste,A,Orchidaceae,APG4
Lycasteria X,A,Orchidaceae,APG4
Lychniothyrsus,A,Acanthaceae,APG4
Lychnis,A,Caryophyllaceae,APG4
Lychnisilene,A,Caryophyllaceae,APG4
Lychnocephaliopsis,A,Asteraceae,APG4
Lychnocephalus,A,Asteraceae,APG4
Lychnodiscus,A,Sapindaceae,APG4
Lychnophora,A,Asteraceae,APG4
Lychnophorella,A,Asteraceae,APG4
Lychnophoriopsis,A,Asteraceae,APG4
Lycianthes,A,Solanaceae,APG4
Lyciodes,A,Sapotaceae,APG4
Lycioplesium,A,Solanaceae,APG4
Lycioserissa,A,Rubiaceae,APG4
Lycium,A,Solanaceae,APG4
Lycobyana X,A,Orchidaceae,APG4
Lycocarpus,A,Brassicaceae,APG4
Lycochloa,A,Poaceae,APG4
Lycoctonum,A,Ranunculaceae,APG4
Lycomela,A,Solanaceae,APG4
Lycomormium,A,Orchidaceae,APG4
Lycopersicon,A,Solanaceae,APG4
Lycopodiastrum,F,Lycopodiaceae,TPL
Lycopodiella,F,Lycopodiaceae,TPL
Lycopodiodes,F,Lycopodiaceae,TPL
Lycopodioides,F,Selaginellaceae,TPL
Lycopodion,F,Selaginellaceae,TPL
Lycopodium,F,Lycopodiaceae,TPL
Lycopsis,A,Boraginaceae,APG4
Lycopus,A,Lamiaceae,APG4
Lycoris,A,Amaryllidaceae,APG4
Lycoseris,A,Asteraceae,APG4
Lycotis,A,Asteraceae,APG4
Lycurus,A,Poaceae,APG4
Lydaea,A,Rosaceae,APG4
Lydenburgia,A,Celastraceae,APG4
Lygeum,A,Poaceae,APG4
Lygia,A,Thymelaeaceae,APG4
Lyginia,A,Restionaceae,APG4
Lygisma,A,Apocynaceae,APG4
Lygistrum,A,Rubiaceae,APG4
Lygistum,A,Rubiaceae,APG4
Lygodesmia,A,Asteraceae,APG4
Lygodictyon,F,Lygodiaceae,TPL
Lygodisodea,A,Rubiaceae,APG4
Lygodium,F,Lygodiaceae,TPL
Lygoplis,A,Fabaceae,APG4
Lygos,A,Fabaceae,APG4
Lymanara X,A,Orchidaceae,APG4
Lymanbensonia,A,Cactaceae,APG4
Lymania,A,Bromeliaceae,APG4
Lyncea,A,Orobanchaceae,APG4
Lyonara X,A,Orchidaceae,APG4
Lyonia,A,Ericaceae,APG4
Lyonnetia,A,Asteraceae,APG4
Lyonothamnus,A,Rosaceae,APG4
Lyonsia,A,Apocynaceae,APG4
Lyperanthus,A,Orchidaceae,APG4
Lyperia,A,Scrophulariaceae,APG4
Lyraea,A,Orchidaceae,APG4
Lyrocarpa,A,Brassicaceae,APG4
Lyroglossa,A,Orchidaceae,APG4
Lysakia,A,Brassicaceae,APG4
Lysanthe,A,Proteaceae,APG4
Lysiana,A,Loranthaceae,APG4
Lysias,A,Orchidaceae,APG4
Lysicarpus,A,Myrtaceae,APG4
Lysichiton,A,Araceae,APG4
Lysichitum,A,Araceae,APG4
Lysiclesia,A,Ericaceae,APG4
Lysidice,A,Fabaceae,APG4
Lysiella,A,Orchidaceae,APG4
Lysiloma,A,Fabaceae,APG4
Lysimachia,A,Primulaceae,APG4
Lysimachiopsis,A,Primulaceae,APG4
Lysimachusa,A,Primulaceae,APG4
Lysimnia,A,Orchidaceae,APG4
Lysinema,A,Ericaceae,APG4
Lysionotus,A,Gesneriaceae,APG4
Lysiosepalum,A,Malvaceae,APG4
Lysiostyles,A,Convolvulaceae,APG4
Lysiphyllum,A,Fabaceae,APG4
Lysipoma,A,Campanulaceae,APG4
Lysipomia,A,Campanulaceae,APG4
Lysis,A,Primulaceae,APG4
Lysistemma,A,Asteraceae,APG4
Lytanthus,A,Plantaginaceae,APG4
Lythropsis,A,Lythraceae,APG4
Lythrum,A,Lythraceae,APG4
Lytoagrus X,A,Arecaceae,APG4
Lytocaryum,A,Arecaceae,APG4
Lytogomphus,A,Balanophoraceae,APG4
Lytoneuron,F,Pteridaceae,TPL
Maackia,A,Fabaceae,APG4
Maasia,A,Annonaceae,APG4
Maba,A,Ebenaceae,APG4
Mabea,A,Euphorbiaceae,APG4
Mabola,A,Ebenaceae,APG4
Maborea,A,Phyllanthaceae,APG4
Mabrya,A,Plantaginaceae,APG4
Maburea,A,Olacaceae,APG4
Macadamia,A,Proteaceae,APG4
Macahanea,A,Celastraceae,APG4
Macairea,A,Melastomataceae,APG4
Macania,A,Annonaceae,APG4
Macaranga,A,Euphorbiaceae,APG4
Macarenia,A,Podostemaceae,APG4
Macarisia,A,Rhizophoraceae,APG4
Macarthuria,A,Macarthuriaceae,APG4
Macbridea,A,Lamiaceae,APG4
Macbrideina,A,Rubiaceae,APG4
Macclellandia,A,Lythraceae,APG4
Maccoya,A,Boraginaceae,APG4
Maccoyara X,A,Orchidaceae,APG4
Macdonaldia,A,Orchidaceae,APG4
Macdougalia,A,Asteraceae,APG4
Macfadyena,A,Bignoniaceae,APG4
Macgregoria,A,Celastraceae,APG4
Macgregorianthus,A,Thymelaeaceae,APG4
Machadoa,A,Passifloraceae,APG4
Machaeranthera,A,Asteraceae,APG4
Machaerina,A,Cyperaceae,APG4
Machaerium,A,Fabaceae,APG4
Machaerocarpus,A,Alismataceae,APG4
Machaerocereus,A,Cactaceae,APG4
Machaerophorus,A,Brassicaceae,APG4
Machairophyllum,A,Aizoaceae,APG4
Machaonia,A,Rubiaceae,APG4
Machilus,A,Lauraceae,APG4
Machlis,A,Asteraceae,APG4
Macielia,A,Boraginaceae,APG4
Mackaya,A,Acanthaceae,APG4
Mackeea,A,Arecaceae,APG4
Mackenia,A,Apocynaceae,APG4
Mackenziea,A,Acanthaceae,APG4
Mackinlaya,A,Apiaceae,APG4
Macklottia,A,Myrtaceae,APG4
Maclaudia,A,Apocynaceae,APG4
Macleania,A,Ericaceae,APG4
Macleaya,A,Papaveraceae,APG4
Mac-leayia,A,Fabaceae,APG4
Macledium,A,Asteraceae,APG4
Maclellanara X,A,Orchidaceae,APG4
Maclemoreara X,A,Orchidaceae,APG4
Macludrania X,A,Moraceae,APG4
Maclura,A,Moraceae,APG4
Maclurochloa,A,Poaceae,APG4
Maclurodendron,A,Rutaceae,APG4
Maclurolyra,A,Poaceae,APG4
Macnabia,A,Ericaceae,APG4
Macodes,A,Orchidaceae,APG4
Macomaria X,A,Orchidaceae,APG4
Macoubea,A,Apocynaceae,APG4
Macoucoua,A,Aquifoliaceae,APG4
Macowania,A,Asteraceae,APG4
Macphersonia,A,Sapindaceae,APG4
Macrachaenium,A,Asteraceae,APG4
Macradenia,A,Orchidaceae,APG4
Macradesa X,A,Orchidaceae,APG4
Macraea,A,Asteraceae,APG4
Macrandria,A,Rubiaceae,APG4
Macranthera,A,Orobanchaceae,APG4
Macranthisiphon,A,Bignoniaceae,APG4
Macranthus,A,Fabaceae,APG4
Macreightia,A,Ebenaceae,APG4
Macroberlinia,A,Fabaceae,APG4
Macrobia,A,Crassulaceae,APG4
Macroblepharus,A,Poaceae,APG4
Macrobriza,A,Poaceae,APG4
Macrocarpaea,A,Gentianaceae,APG4
Macrocarpium,A,Cornaceae,APG4
Macrocatalpa,A,Bignoniaceae,APG4
Macrocaulon,A,Aizoaceae,APG4
Macrocentrum,A,Melastomataceae,APG4
Macroceratium,A,Brassicaceae,APG4
Macrochaeta,A,Poaceae,APG4
Macrochaetium,A,Cyperaceae,APG4
Macrochilus,A,Orchidaceae,APG4
Macrochiton,A,Meliaceae,APG4
Macrochlaena,A,Apiaceae,APG4
Macrochlamys,A,Gesneriaceae,APG4
Macrochloa,A,Poaceae,APG4
Macrochordion,A,Bromeliaceae,APG4
Macrochordium,A,Bromeliaceae,APG4
Macrocladus,A,Arecaceae,APG4
Macroclinidium,A,Asteraceae,APG4
Macroclinium,A,Orchidaceae,APG4
Macrocnemum,A,Rubiaceae,APG4
Macrococculus,A,Menispermaceae,APG4
Macrocroton,A,Euphorbiaceae,APG4
Macrodiervilla,A,Caprifoliaceae,APG4
Macrodiscus,A,Bignoniaceae,APG4
Macroditassa,A,Apocynaceae,APG4
Macroglena,F,Hymenophyllaceae,TPL
Macroglossum,F,Marattiaceae,TPL
Macrohasseltia,A,Salicaceae,APG4
Macrolenes,A,Melastomataceae,APG4
Macrolepis,A,Orchidaceae,APG4
Macrolinium,A,Orchidaceae,APG4
Macrolobium,A,Fabaceae,APG4
Macrolotus,A,Fabaceae,APG4
Macromeles,A,Rosaceae,APG4
Macromeria,A,Boraginaceae,APG4
Macromiscus,A,Fabaceae,APG4
Macromyrtus,A,Myrtaceae,APG4
Macronax,A,Poaceae,APG4
Macronema,A,Asteraceae,APG4
Macronyx,A,Fabaceae,APG4
Macropanax,A,Araliaceae,APG4
Macropelma,A,Apocynaceae,APG4
Macropeplus,A,Monimiaceae,APG4
Macropertya,A,Asteraceae,APG4
